Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Dead,Injured,Affected
1989-0167-MWI,1989,167,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Malawi,MWI,Eastern Africa,Africa,Salima district,0,0,0,0,No,No,0,6,Richter,13.45 ,34.29 ,0,0,1989,3,9,1989,3,9,9,100,0,50000,50100,0,0,28000,48.48936537103,GREEN,YELLOW,RED
1989-0133-USA,1989,133,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,United States of America (the),USA,Northern America,Americas,"San Francisco, Oakland, San Mateo, Santa Clara, San Jose, Santa Cruz, Berkeley, Holister, Silicon Valley (California)",0,0,0,0,0,0,0,7,Richter,37.036,-121.88,17:04,0,1989,10,18,1989,10,18,62,3757,0,0,3757,0,0,5600000,48.48936537103,ORANGE,RED,RED
1989-0186-USA,1989,186,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,United States of America (the),USA,Northern America,Americas,Puna district (Hawaii),0,0,0,0,0,0,0,6,Richter,19.362,-155.083,17:27,0,1989,6,26,1989,6,26,5,0,300,15,315,0,0,0,48.48936537103,GREEN,GREEN,RED
1989-0067-VEN,1989,67,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Venezuela (Bolivarian Republic of),VEN,South America,Americas,"FALCON, CARABOBO, CARACAS, Tucacas area",0,0,0,0,0,0,0,5,Richter,11.038,-68.27,08:22,0,1989,5,4,1989,5,4,0,0,0,2000,2000,0,0,0,48.48936537103,GREEN,GREEN,RED
1990-0230-ECU,1990,230,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Ecuador,ECU,South America,Americas,"Quito, Pomasqui",0,"Slide (land, mud, snow, rock)",0,0,No,No,0,5,Richter,0.259 ,78.449 ,0,0,1990,8,11,1990,8,11,4,10,6500,0,6510,0,0,0,51.1067950003987,GREEN,GREEN,RED
1990-0020-BGR,1990,20,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Bulgaria,BGR,Eastern Europe,Europe,North,0,0,0,0,0,0,0,7,Richter,45.841,26.668,0,0,1990,5,30,1990,5,30,1,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0093-CHN,1990,93,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,China,CHN,Eastern Asia,Asia,"Tian Zhu, Jing Tai, Gu Lang counties (Gansu Province)",0,0,0,0,No,No,0,6,Richter,37.001 ,103.863 ,16:07,0,1990,10,20,1990,10,20,1,16,30000,0,30016,0,0,0,51.1067950003987,GREEN,GREEN,RED
1990-0099-CHN,1990,99,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Qinghai Province,0,0,0,0,No,No,0,7,Richter,35.986 ,100.245 ,0,0,1990,4,26,1990,4,26,126,2049,24574,7696,34319,0,0,58350,51.1067950003987,RED,RED,RED
1990-0170-CRI,1990,170,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Costa Rica,CRI,Central America,Americas,"Alajuela, Heredia, San Jose provinces",0,0,0,Yes,No,No,0,6,Richter,9.869 ,84.302 ,0,0,1990,12,22,1990,12,22,1,299,0,14000,14299,0,0,19500,51.1067950003987,GREEN,RED,RED
1990-0191-CRI,1990,191,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Costa Rica,CRI,Central America,Americas,"Puntarenas, San Jose areas",0,0,0,0,No,No,0,7,Richter,9.919 ,84.808 ,0,0,1990,3,25,1990,3,25,0,10,300,0,310,0,0,0,51.1067950003987,GREEN,GREEN,RED
1990-0188-FJI,1990,188,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Fiji,FJI,Melanesia,Oceania,South of Fiji Islands,0,0,0,0,No,No,0,7,Richter,22.122 ,175.163 ,0,0,1990,3,3,1990,3,3,0,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0221-FJI,1990,221,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Fiji,FJI,Melanesia,Oceania,0,0,0,0,0,No,No,0,6,Richter,21.363 ,176.582 ,0,0,1990,6,23,1990,6,23,0,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0593-IDN,1990,593,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Indonesia,IDN,South-Eastern Asia,Asia,"Bangkejeren, Kutacane, Medan area (North Sumatra)",0,"Slide (land, mud, snow, rock)",0,0,No,No,0,6,Richter,3.908 ,97.457 ,0,0,1990,11,15,1990,11,15,1,32,2140,0,2172,0,0,2100,51.1067950003987,GREEN,BLUE,RED
1990-0034-IRN,1990,34,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Rasht, Astara, Zanjan, Ghazvin, Tabriz, Ardebil, Khalkhal, Miane, Meshinsharhr, Langroud, Somesara, Rudbar, Talesh, Tarom-e-Olya, Manjil, Loushan (Gilan, Zanjan provinces)",0,"Slide (land, mud, snow, rock)",0,Yes,Yes,Yes,0,7,Richter,36.961,49.414,0:30,0,1990,6,21,1990,6,21,40000,105000,500000,105000,710000,0,115000,8000000,51.1067950003987,RED,RED,RED
1990-0040-PHL,1990,40,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cabanatuan, Baguio, Dagupon (Luzon Isl.)",0,"Slide (land, mud, snow, rock)",0,Yes,Yes,No,0,8,Richter,15.658 ,121.227 ,0,0,1990,7,16,1990,7,16,2412,3513,1594040,0,1597553,0,55400,369600,51.1067950003987,RED,RED,RED
1990-0033-SDN,1990,33,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Sudan (the),SDN,Northern Africa,Africa,"Juba, Mayo Area",0,"Slide (land, mud, snow, rock)",0,0,No,No,0,7,Richter,5.041 ,32.109 ,0,0,1990,5,20,1990,5,20,0,0,8000,0,8000,0,0,0,51.1067950003987,GREEN,GREEN,RED
1990-0009-PHL,1990,9,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Bohol, Cebu, Cagayan De Oro, Camiguin, Cotabato, Mindanao",0,Tsunami/Tidal wave,0,0,0,0,0,7,Richter,9.725,124.625,0,0,1990,2,8,1990,2,8,1,4,34500,0,34504,0,0,900,51.1067950003987,GREEN,GREEN,RED
1990-0029-PER,1990,29,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Peru,PER,South America,Americas,Moyoyamba (San Martin) Amazon,0,Volcanic activity,0,Yes,0,0,0,7,Richter,-6.016,-77.229,0,0,1990,5,29,1990,5,29,200,800,70000,30000,100800,0,0,1000,51.1067950003987,RED,RED,RED
1990-0193-GBR,1990,193,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,United Kingdom of Great Britain and Northern Ireland (the),GBR,Northern Europe,Europe,Wrexham-Welshpool-Shrewsbury area,0,0,0,0,No,No,0,5,Richter,52.314 ,2.985 ,0,0,1990,4,2,1990,4,2,0,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0169-GRC,1990,169,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Greece,GRC,Southern Europe,Europe,Goumenisa (50km north Thessaloniki),0,0,0,0,No,No,0,6,Richter,40.9 ,22.5 ,0,0,1990,12,21,1990,12,21,1,60,0,0,60,0,0,0,51.1067950003987,GREEN,YELLOW,BLUE
1990-0217-GRC,1990,217,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Greece,GRC,Southern Europe,Europe,Kanalaki,0,0,0,0,No,No,0,5,Richter,38.00 ,23.44 ,0,0,1990,6,16,1990,6,16,0,1,0,0,1,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0017-IDN,1990,17,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Indonesia,IDN,South-Eastern Asia,Asia,Minahassa Peninsula (Sulawesi Isl.),0,0,0,0,0,0,0,8,Richter,1.186,122.857,21:39,0,1990,4,18,1990,4,18,5,36,7000,0,7036,0,0,0,51.1067950003987,GREEN,BLUE,RED
1990-0702-IDN,1990,702,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Kuningan, Majalenga, Sumedang area (Java)",0,0,0,0,No,No,0,6,Richter,9.904 ,101.120 ,0,0,1990,7,6,1990,7,6,0,103,0,0,103,0,0,0,51.1067950003987,GREEN,ORANGE,YELLOW
1990-0118-IRN,1990,118,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Darab, Hadjiabad (Fars province)",0,0,0,0,No,No,0,7,Richter,28.251 ,55.462 ,21:47,0,1990,11,6,1990,11,6,21,90,21000,1310,22400,0,0,232300,51.1067950003987,BLUE,YELLOW,RED
1990-0105-ITA,1990,105,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Italy,ITA,Southern Europe,Europe,Potenza area,0,0,0,0,No,No,0,5,Richter,40.38 ,15.48 ,0,0,1990,5,6,1990,5,6,2,16,0,0,16,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0250-ITA,1990,250,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Italy,ITA,Southern Europe,Europe,Carlentini (Sicily),0,0,0,0,No,No,0,5,Richter,37.300 ,15.438 ,0,0,1990,12,13,1990,12,13,19,200,0,2500,2700,0,0,500000,51.1067950003987,BLUE,ORANGE,RED
1990-0202-KEN,1990,202,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Kenya,KEN,Eastern Africa,Africa,Kapenguria,0,0,0,0,No,No,0,7,Richter,5.289 ,31.859 ,0,0,1990,5,24,1990,5,24,0,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0194-NIC,1990,194,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Nicaragua,NIC,Central America,Americas,"Rivas, Managua",0,0,0,0,No,No,0,6,Richter,11.426 ,86.301 ,0,0,1990,4,3,1990,4,3,0,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0165-PAK,1990,165,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Pakistan,PAK,Southern Asia,Asia,Hindu Kush region,0,0,0,0,No,No,0,7,Richter,35.121 ,70.486 ,0,0,1990,10,22,1990,10,22,11,250,0,0,250,0,0,0,51.1067950003987,BLUE,RED,ORANGE
1990-0189-PAK,1990,189,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Pakistan,PAK,Southern Asia,Asia,Kalat Area,0,0,0,0,No,No,0,6,Richter,28.925 ,66.331 ,0,0,1990,3,4,1990,3,4,11,40,0,0,40,0,0,1000,51.1067950003987,BLUE,BLUE,GREEN
1990-0219-PAK,1990,219,Natural,Geophysical,Earthquake,Ground movement,0,0,Unknown,Pakistan,PAK,Southern Asia,Asia,South Baluchistan Province,0,0,0,0,No,No,0,6,Richter,27.429 ,65.79 ,0,0,1990,6,17,1990,6,17,0,6,0,0,6,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0028-PHL,1990,28,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Philippines (the),PHL,South-Eastern Asia,Asia,Cualasi area (Near Panay Isl.),0,0,0,0,0,0,0,7,Richter,11.76,121.899,16:40,0,1990,6,14,1990,6,14,4,15,0,0,15,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0214-PNG,1990,214,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Papua New Guinea,PNG,Melanesia,Oceania,North East coast,0,0,0,0,No,No,0,0,Richter,3.5 ,144 ,0,0,1990,6,7,1990,6,7,0,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0020-ROU,1990,20,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Romania,ROU,Eastern Europe,Europe,Bucharest-Braila-Brasov Area,0,0,0,0,0,0,0,7,Richter,45.841,26.668,0,0,1990,5,30,1990,5,30,9,700,0,0,700,0,23700,0,51.1067950003987,GREEN,RED,RED
1990-0020-SUN,1990,20,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Soviet Union,SUN,Russian Federation,Europe,Moldavia,0,0,0,0,0,0,0,7,Richter,45.841,26.668,0,0,1990,5,30,1990,5,30,4,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0031-SUN,1990,31,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Soviet Union,SUN,Russian Federation,Europe,Kazakh-Xinjiang Border (Kazakhstan),0,0,0,0,0,0,0,7,Richter,47.892,85.12,0,0,1990,6,14,1990,6,14,1,0,0,20000,20000,0,0,0,51.1067950003987,GREEN,GREEN,RED
1990-0228-SUN,1990,228,Natural,Geophysical,Earthquake,Ground movement,0,0,Unknown,Soviet Union,SUN,Russian Federation,Europe,Kazakh-Xinjiang border region (Akkol area) (Kazakhstan),0,0,0,0,0,0,0,6,Richter,47.949,84.958,0,0,1990,8,3,1990,8,3,0,8,0,1500,1508,0,0,0,51.1067950003987,GREEN,GREEN,RED
1990-0601-SUN,1990,601,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Soviet Union,SUN,Russian Federation,Europe,Uzgen area (Kirgizia) (Kyrgystan),0,0,0,0,0,0,0,5,Richter,40.854,73.553,0,0,1990,12,1,1990,12,1,0,0,0,3000,3000,0,0,0,51.1067950003987,GREEN,GREEN,RED
1990-0033-UGA,1990,33,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Uganda,UGA,Eastern Africa,Africa,Moyo area,0,0,0,0,No,No,0,0,Richter,,,0,0,1990,5,20,1990,5,24,0,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0203-UGA,1990,203,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Uganda,UGA,Eastern Africa,Africa,Juba region,0,0,0,0,No,No,0,7,Richter,5.345 ,31.908 ,0,0,1990,5,24,1990,5,24,0,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0187-USA,1990,187,Natural,Geophysical,Earthquake,Ground movement,0,0,SigDam,United States of America (the),USA,Northern America,Americas,Southern California,0,0,0,0,No,No,0,6,Richter,34.140 ,117.70 ,0,0,1990,2,28,1990,2,28,0,30,0,0,30,0,0,12700,51.1067950003987,GREEN,BLUE,GREEN
1990-0703-USA,1990,703,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,United States of America (the),USA,Northern America,Americas,Alamo (central California),0,0,0,0,No,No,0,4,Richter,37.885 ,121.983 ,0,0,1990,3,30,1990,3,30,0,0,120,0,120,0,0,0,51.1067950003987,GREEN,GREEN,YELLOW
1990-0186-VUT,1990,186,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Vanuatu,VUT,Melanesia,Oceania,0,0,0,0,0,No,No,0,7,Richter,15.465 ,166.385 ,0,0,1990,2,19,1990,2,19,0,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0190-VUT,1990,190,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Vanuatu,VUT,Melanesia,Oceania,Port Vila,0,0,0,0,No,No,0,7,Richter,18.318 ,168.063 ,0,0,1990,3,5,1990,3,5,0,0,0,0,0,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0227-VUT,1990,227,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Vanuatu,VUT,Melanesia,Oceania,Espiritu Santo,0,0,0,0,No,No,0,7,Richter,15.319 ,167.396 ,0,0,1990,7,27,1990,7,27,0,2,0,0,2,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1990-0704-ZAF,1990,704,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,South Africa,ZAF,Southern Africa,Africa,Carletonville,0,0,0,0,No,No,0,4,Richter,26.390 ,27.349 ,0,0,1990,10,18,1990,10,18,10,6,0,0,6,0,0,0,51.1067950003987,GREEN,GREEN,GREEN
1991-0498-AFG,1991,498,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Afghanistan,AFG,Southern Asia,Asia,Keshim (Badakhshan province),0,"Slide (land, mud, snow, rock)",0,0,No,No,0,5,Richter,37.457 ,68.273 ,0,0,1991,4,18,1991,4,18,24,0,0,0,0,0,0,0,53.2711566167213,BLUE,GREEN,GREEN
1991-0114-CRI,1991,114,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Costa Rica,CRI,Central America,Americas,"Bribri, Matina, Bataan, Sixaola, 28 Millas, Estrella Valley (Limon province)",0,Tsunami/Tidal wave,0,Yes,No,No,0,6,Richter,9.685 ,83.073 ,0,0,1991,4,22,1991,4,22,47,199,6320,3900,10419,0,0,100000,53.2711566167213,YELLOW,ORANGE,RED
1991-0033-AFG,1991,33,Natural,Geophysical,Earthquake,Ground movement,0,0,Regional,Afghanistan,AFG,Southern Asia,Asia,"Konar, Nangarhar, Badakhstan provinces",0,0,0,Yes,No,No,0,6,Richter,38.993 ,70.423 ,0,0,1991,1,31,1991,1,31,130,0,7000,0,7000,0,0,0,53.2711566167213,RED,GREEN,RED
1991-0043-CHN,1991,43,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Keping County (Xinjiang Region),0,0,0,0,0,0,0,7,Richter,40.3 ,78.9. ,22:33,0,1991,2,25,1991,2,25,0,3,42205,600,42808,0,0,0,53.2711566167213,GREEN,GREEN,RED
1991-0088-CHN,1991,88,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,China,CHN,Eastern Asia,Asia,"Yanggao, Hunyuan, Guangling, Tianzhen, Datong Counties (Shanxi province, Yangyuan, Yuxian Counties (Hebei province)",0,0,0,0,No,No,0,6,Richter,39.8 ,173.9 ,2:02,0,1991,3,26,1991,3,26,1,542,240000,0,240542,0,0,0,53.2711566167213,GREEN,RED,RED
1991-0390-COL,1991,390,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Colombia,COL,South America,Americas,"Buenaventura, Cali (Choco Department)",0,0,0,0,No,No,0,7,Richter,3.554 ,77.442 ,16:28,0,1991,11,19,1991,11,19,2,2,570,295,867,0,0,0,53.2711566167213,GREEN,GREEN,RED
1991-0293-CRI,1991,293,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Costa Rica,CRI,Central America,Americas,San José,0,0,0,0,No,No,0,5,Richter,9.59 ,84.04 ,0,0,1991,8,9,1991,8,9,0,0,150,0,150,0,0,0,53.2711566167213,GREEN,GREEN,YELLOW
1991-0773-CRI,1991,773,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Costa Rica,CRI,Central America,Americas,Limon area,0,0,0,0,No,No,0,6,Richter,9.542 ,82.418 ,0,0,1991,5,4,1991,5,4,0,0,0,0,0,0,0,0,53.2711566167213,GREEN,GREEN,GREEN
1991-0114-PAN,1991,114,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Panama,PAN,Central America,Americas,"Bocas Del Toro, Chiriqui",0,Flood,Tsunami/Tidal wave,Yes,Yes,No,0,7,Richter,9.685 ,83.073 ,0,0,1991,4,22,1991,4,22,30,560,10500,7000,18060,0,0,0,53.2711566167213,BLUE,RED,RED
1991-0122-GEO,1991,122,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Georgia,GEO,Western Asia,Asia,Dzhava-Tskhinvazli area,0,"Slide (land, mud, snow, rock)",0,0,No,No,0,6,Richter,42.8 ,44 ,0:59,0,1991,6,15,1991,6,15,8,200,2190,1350,3740,0,0,0,53.2711566167213,GREEN,ORANGE,RED
1991-0230-GTM,1991,230,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Guatemala,GTM,Central America,Americas,"Escuintla, Chimaltenango, Solola, Sacatepeguez",0,"Slide (land, mud, snow, rock)",0,0,No,No,0,5,Richter,14.646 ,90.986 ,03:48,0,1991,9,18,1991,9,18,14,90,23800,0,23890,0,0,0,53.2711566167213,BLUE,YELLOW,RED
1991-0368-IND,1991,368,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,India,IND,Southern Asia,Asia,"Harsil (near Gangotri, Uttarkashi's Bhagirathi valley, Uttar Pradesh)",0,"Slide (land, mud, snow, rock)",0,Yes,No,No,0,6,Richter,30.780 ,78.774 ,0,0,1991,10,20,1991,10,20,1500,1383,53000,0,54383,0,0,60000,53.2711566167213,RED,RED,RED
1991-0173-PER,1991,173,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Peru,PER,South America,Americas,Maca Arequipa region,0,"Slide (land, mud, snow, rock)",0,0,No,No,0,5,Richter,15.679 ,71.274 ,0,0,1991,7,24,1991,7,24,11,35,1500,0,1535,0,0,0,53.2711566167213,BLUE,BLUE,RED
1991-0774-ROU,1991,774,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Romania,ROU,Eastern Europe,Europe,Orosova area,0,"Slide (land, mud, snow, rock)",0,0,No,No,0,6,Richter,44.888 ,22.407 ,0,0,1991,7,18,1991,7,18,0,0,1845,0,1845,0,0,0,53.2711566167213,GREEN,GREEN,RED
1991-0124-IDN,1991,124,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Indonesia,IDN,South-Eastern Asia,Asia,Gorontalo area (Minahassa Peninsula),0,0,0,0,No,No,0,7,Richter,1.196 ,122.787 ,12:18,0,1991,6,20,1991,6,20,0,0,1000,0,1000,0,0,0,53.2711566167213,GREEN,GREEN,RED
1991-0165-IDN,1991,165,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Kalabahi (Alors district, Timor)",0,0,0,Yes,No,No,0,7,Richter,8.099 ,125.681 ,20:00,0,1991,7,4,1991,7,4,28,191,15000,1000,16191,0,0,18000,53.2711566167213,BLUE,ORANGE,RED
1991-0284-IRN,1991,284,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Behbahan area,0,0,0,0,No,No,0,5,Richter,30.6 ,50.2 ,0,0,1991,11,4,1991,11,4,0,51,1450,0,1501,0,0,0,53.2711566167213,GREEN,YELLOW,RED
1991-0232-IRQ,1991,232,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iraq,IRQ,Western Asia,Asia,Arbil Region,0,0,0,0,No,No,0,6,Richter,36.12 ,44.01 ,0,0,1991,7,27,1991,7,27,20,0,0,500,500,0,0,0,53.2711566167213,BLUE,GREEN,RED
1991-0001-MMR,1991,1,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Myanmar,MMR,South-Eastern Asia,Asia,Thabeikkyin area,0,0,0,0,No,No,0,7,Richter,23.5 ,96.3 ,0,0,1991,1,5,1991,1,5,0,0,160,0,160,0,0,0,53.2711566167213,GREEN,GREEN,YELLOW
1991-0033-PAK,1991,33,Natural,Geophysical,Earthquake,Ground movement,0,0,Regional,Pakistan,PAK,Southern Asia,Asia,"Malakand, Chitral, Peshawar area",0,0,0,0,0,0,0,6,Richter,38.993,70.423,0,0,1991,1,31,1991,1,31,300,574,174755,29465,204794,0,0,10000,53.2711566167213,RED,RED,RED
1991-0773-PAN,1991,773,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Panama,PAN,Central America,Americas,"Changuinola, Almirante, Bocas del Toro area",0,0,0,0,No,No,0,6,Richter,9.542 ,82.418 ,0,0,1991,5,4,1991,5,4,0,36,0,2000,2036,0,0,0,53.2711566167213,GREEN,BLUE,RED
1991-0066-PER,1991,66,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Peru,PER,South America,Americas,"Nueva Cajamarea (Near Mayobamba, Rioja, Union)",0,0,0,Yes,No,No,0,7,Richter,5.982  ,77.094 ,0,0,1991,4,4,1991,4,4,53,750,45000,0,45750,0,0,0,53.2711566167213,ORANGE,RED,RED
1991-0399-ROU,1991,399,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Romania,ROU,Eastern Europe,Europe,Vouteg (Timis province),0,0,0,0,No,No,0,6,Richter,45.5 ,21.3 ,0,0,1991,12,2,1991,12,2,0,5,0,4000,4005,0,0,0,53.2711566167213,GREEN,GREEN,RED
1991-0117-SUN,1991,117,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Soviet Union,SUN,Russian Federation,Europe,"Kutaisi, Dahava, Kraisi, Oni, Ambrolauri, Sachkhere, Chiatura (Georgia)",0,Flood,"Slide (land, mud, snow, rock)",Yes,0,0,0,7,Richter,42.15,42.44,0,0,1991,4,29,1991,4,29,270,1500,90000,160000,251500,0,0,1700000,53.2711566167213,RED,RED,RED
1991-0033-SUN,1991,33,Natural,Geophysical,Earthquake,Ground movement,0,0,Regional,Soviet Union,SUN,Russian Federation,Europe,Khorog area (Tajikistan),0,"Slide (land, mud, snow, rock)",0,0,0,0,0,7,Richter,35.883,70.423,0,0,1991,1,31,1991,1,31,3,0,0,0,0,0,0,0,53.2711566167213,GREEN,GREEN,GREEN
1991-0055-SUN,1991,55,Natural,Geophysical,Earthquake,Ground movement,0,0,Declar,Soviet Union,SUN,Russian Federation,Europe,Kamchatka Peninsula (Siberia) (Russia),0,0,0,0,0,0,0,7,Richter,60.7,167.2,0,0,1991,3,8,1991,3,8,0,0,0,0,0,0,0,0,53.2711566167213,GREEN,GREEN,GREEN
1991-0498-SUN,1991,498,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Soviet Union,SUN,Russian Federation,Europe,Kabodyen district (Tajikistan),0,0,0,0,Yes,0,0,5,Richter,37.457,68.273,0,0,1991,4,18,1991,4,18,1,0,5000,0,5000,0,0,0,53.2711566167213,GREEN,GREEN,RED
1991-0192-USA,1991,192,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,United States of America (the),USA,Northern America,Americas,Pasadena area (California),0,0,0,0,No,No,0,6,Richter,34.10 ,118.09 ,0,0,1991,6,28,1991,6,28,2,100,0,0,100,0,0,33500,53.2711566167213,GREEN,YELLOW,BLUE
1991-0682-YEM,1991,682,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Yemen,YEM,Western Asia,Asia,"Jabal Bahr, Bani Zahir villages (Al-Udayn district, Hazm Al-Udein district, Ebb province)",0,0,0,0,No,No,0,4,Richter,13.887 ,44.068 ,3:40,0,1991,11,22,1991,11,22,10,39,0,40000,40039,0,0,0,53.2711566167213,GREEN,BLUE,RED
1992-0151-COL,1992,151,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Colombia,COL,South America,Americas,"(1) Murindo, Vigia del Fuerte, Gedeza, Bellaluz, Bebaremeno, Bellavista (Antioquia and Choco Province), (2) Murindo Apartado Medellin area, (3) San Pedro de Uraba",0,Volcanic activity,0,0,No,No,150,7,Richter,7.123 ,7 .887,3:32,0,1992,10,17,1992,10,17,11,135,0,1500,1635,0,0,0,54.8846424128027,BLUE,ORANGE,RED
1992-0202-AFG,1992,202,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Afghanistan,AFG,Southern Asia,Asia,0,0,0,0,0,No,No,0,6,Richter,33.377 ,71.317 ,0,0,1992,5,20,1992,5,20,14,0,0,0,0,0,0,0,54.8846424128027,BLUE,GREEN,GREEN
