Severity,Affected sq km,Magnitude (M),Centroid X,Centroid Y,Dead
1.656729485,33503.61848,5.931345897,123.2166183,24.76865903,RED
2,401313.9051,7.129123434,107.6995421,27.60832669,RED
1.991636318,251905.6752,6.699163632,18.42601023,33.23513317,RED
1.7823326,667261.4445,7.35646652,-16.64035487,-8.862063737,RED
1.338315712,51723.33233,5.241305139,68.2819208,-0.687640074,RED
1.483989368,61701.22974,6.235590431,4.961944084,16.69403298,RED
2,552747.4567,7.896811915,78.19887415,13.07207133,RED
1,354138.7781,7.26314625,71.35208623,27.60872489,RED
1.227190427,55633.28649,5.849909469,-7.614368463,17.82120733,RED
1.451580837,396251.9389,6.880632335,93.44241447,24.55587362,RED
1.033231663,223911.4975,6.639877995,15.5803861,26.93225297,RED
2,681.1346748,4.35990903,-24.38790557,35.42727715,RED
1,13407.99337,6.8,81.1454535,18.7813583,RED
1,15317.91457,5.939844025,45.48502946,6.666509847,RED
1.124126504,54320.09672,6.146156617,30.90094997,21.9264365,RED
1.196997928,553891.7437,6.615196685,26.63132217,5.432001848,RED
2,71520.12877,6.691418553,99.87383964,19.59608857,RED
1.140324518,129980.7387,6.65435697,92.93513162,25.61376523,RED
1.671157473,7244.441476,6.727495285,-38.83643361,21.83528715,RED
2,138428.4478,6.479526215,76.8935238,24.94002447,RED
1.742253187,221959.4169,6.642253187,43.54737741,17.89560067,RED
1.169881006,13735.91619,6.562166592,71.66283886,24.86008913,RED
1.4025124,52491.96939,7.39055208,96.02930616,25.54279169,RED
1.445204759,32983.26388,6.501368565,70.08171776,24.34058971,RED
1.749977798,843973.1983,7.699991119,35.33981339,28.22444125,RED
1,2948.04635,6.345885756,121.5332917,14.57079885,RED
1.758715321,29024.87923,6.682843789,19.16231834,25.27471337,RED
2,573356.6676,7.541706816,5.817979535,-5.855444694,RED
1.327066369,26849.9446,6.261653095,9.218300072,9.187179914,RED
2,138243.6111,6.210872076,106.1400999,25.42454221,RED
1.578806755,3870.00975,4.515761351,119.3835112,-22.88967705,RED
1,4085.635773,4.273521735,43.38384696,7.09723092,RED
2,93305.15206,6.259170956,104.2090032,12.99180136,RED
1.47392122,4824.504617,5.53696061,23.5169459,45.71394792,RED
1.283602888,144273.9921,5.885080866,34.81206301,24.12078246,RED
1.729057302,7634.395208,5.777356746,87.35439502,48.48446819,RED
1.202254181,4275.421166,4.523606689,40.11043053,13.04327173,RED
1,71094.11733,5.648938553,89.69920538,36.25333164,RED
2,373525.212,7.175849937,114.3400155,28.90676604,RED
1.785087363,18597.79296,6.241227144,54.51997914,10.98717829,RED
1.424850843,208910.3273,6.324850843,75.62342352,21.47862878,RED
1.453919257,26804.98286,6.363135406,6.351424793,6.013041569,RED
2,407080.0324,7.149294035,99.74829127,27.76694829,RED
2,285300.9174,7.187247772,94.69281323,29.66125242,RED
1,329203.9074,7.015394334,95.95382753,27.98434338,RED
1,54321.5693,5.873459469,5.322491954,27.72936702,RED
1.808600618,23665.53648,5.767959135,112.7202205,15.45959193,RED
1.178169053,73866.81283,5.991971918,-82.28028718,37.82149337,RED
1.340489231,26861.13297,6.359510769,35.40166329,17.19169545,RED
1.796241451,569.1641327,4.58150342,-21.27810817,29.77540984,RED
1.63597302,239090.1402,7.06402698,89.11157672,28.3053443,RED
1.692358922,278.4108508,5.100133198,-19.67758009,12.55256745,RED
1,42696.24078,5.864061985,38.67770249,1.396119511,RED
2,608590.3075,7.054838368,110.1490732,23.67317267,RED
1.636374282,4068.162824,4.645461997,22.49901614,15.54505094,RED
1.6754882,56120.01342,6.0509764,-0.535363252,-5.052834583,RED
1.134755931,23009.85688,5.396463049,132.7701359,-23.82993751,RED
2,398446.4282,7.119092659,111.653674,27.52944467,RED
1.305359041,551512.8095,6.696966753,44.37430958,10.11077814,RED
1.390642194,23572.77595,5.959412826,104.9934774,11.52745386,RED
1,347695.8122,7.119060653,104.7810146,28.28295421,RED
1.735364973,1051.021561,3.973536497,6.09295669,26.73353274,RED
1.661968945,30328.71991,6.528165839,56.03380085,31.41922819,RED
1.814939729,566314.2643,7.77045781,80.27259074,15.70237631,RED
1.221974757,8363.691465,7.045063108,76.82168207,34.74592868,RED
1.880425665,247858.7788,6.819574335,41.70096389,31.65131434,RED
1.187722406,4162.105601,4.275088962,66.77776691,0.069869376,RED
1.911615053,138920.7348,6.073484516,107.9208432,25.43898,RED
1,16978.26899,4.952627929,-18.58154709,-7.883360529,RED
1.368347214,18457.47537,6.257983343,50.93659972,32.94687735,RED
1.216173113,25023.77517,6.483826887,93.03824665,25.67314535,RED
1.031149093,132559.9406,6.518689456,87.12837607,25.54148544,RED
2,1513.560821,5.677016522,-84.44458046,13.65648789,RED
1,119412.872,6.5,14.27798831,28.78692409,RED
1,40658.51406,5.951674309,108.6170675,13.50563168,RED
1.121698342,38193.65544,6.14603801,108.6900595,17.5991853,RED
1.44266283,553485.0627,7.008260529,42.60634574,7.821338689,RED
2,488536.3108,7.611693796,37.05170031,-17.5458351,RED
1.666847391,12865.83924,6.733152609,36.61954874,17.20241112,RED
1.676972654,370.3402331,4.112367185,-38.61540429,28.27618073,RED
2,135845.2283,6.25312122,117.6974522,25.63401393,RED
1,2668.568077,6.643365465,99.13123251,28.65729522,RED
1.674709382,23475.01394,5.369883753,54.2631896,11.5943416,RED
2,445.1930049,3.008943015,-55.32670127,46.3667178,RED
1.996157673,392797.3446,7.101152698,118.9953916,27.38520297,RED
1.174584336,27439.65872,6.157125902,17.19730171,19.18976249,RED
1.155128652,948.5170639,4.744871348,-67.37512273,22.26497537,RED
1.249008736,369816.8023,7.175099126,113.5423086,28.23302687,RED
1.211648801,16116.73071,6.080967841,33.2538026,-4.869785698,RED
1.932744086,971.311503,4.060530323,-1.035891068,35.44156928,RED
1.094917937,132974.2978,6.556950762,82.00886023,25.42824473,RED
1,326497.387,7.000221478,94.66185882,27.94063797,RED
1.326639249,2699.340592,5.122622799,9.76914299,14.9728505,RED
1,54467.59771,5.826634479,6.446031581,26.69585104,RED
2,19111.67824,6.548664569,71.31780086,22.86914415,RED
1.141976729,97106.93644,6.714197673,20.13013591,24.45615027,RED
1,35562.05278,5.700711511,73.54838636,17.97694785,RED
1.241496485,1069.7441,4.044897891,7.360533166,7.211128791,RED
1.959649173,138593.1484,7.075789504,12.58616122,23.892655,RED
1.411191518,74843.63637,6.257906429,-62.04925943,31.65652522,RED
2,608994.3344,7.039024201,91.93567544,18.74499304,RED
1.977574111,251498.2949,6.697757411,18.28479474,33.14624595,RED
1.639573173,69789.18682,7.115189028,95.62490498,17.36805317,RED
1,338545.2943,7.226990601,58.83951957,23.47456253,RED
1.566180691,1286.78171,3.9,-35.51134911,24.67217704,RED
1.687222011,120717.4492,7.255944212,105.8199819,25.67988514,RED
1.345657995,17230.63484,4.649355393,-33.61591922,-6.809081765,RED
1.61600909,238374.0241,7.08399091,92.983501,28.03208602,RED
1.992809277,23577.30421,5.510067012,124.4183546,8.786961142,RED
1.764353386,119411.0064,7.340788725,107.6371893,25.68921032,RED
1.623743085,28658.59022,6.561368776,18.70827174,23.86869409,RED
1.237697375,253587.2127,6.618848688,31.24773469,-1.023887579,RED
1.961061983,294083.1146,7.272743388,108.5045947,27.84598357,RED
1.837119628,13413.09262,6.465152149,25.80757403,12.32477928,RED
1.8097631,245324.0773,6.8902369,55.4056858,30.68411341,RED
1.281697675,22494.37316,5.663395351,83.72621248,-17.08419479,RED
1.624614048,42452.00229,7.061843882,65.32067966,-11.6800413,RED
1.864433247,297512.1944,7.259329974,109.9253154,28.70243012,RED
1.586936507,18564.65845,5.995676192,37.72488799,31.90770385,RED
1.41904962,45668.37596,6.480004202,24.23691146,-4.504236507,RED
1,57148.863,7.482290398,84.04705116,25.59717308,RED
1,371087.3605,7.078365084,102.0824517,26.98712477,RED
1,74068.59182,5.732688142,-5.358035419,44.99172507,RED
1.292603,641978.4878,7.2585206,47.95096365,13.2972702,RED
2,629480.5395,7.594615236,2.992590431,-6.273979815,RED
1,55630.54253,6.034863379,28.55574644,22.59543798,RED
1,70622.27391,5.577481502,77.00209115,33.96488383,RED
1,5075.728338,5.221000308,17.82723156,59.33022987,RED
1.07086048,76640.23087,5.656688384,-100.8211895,42.9058938,RED
1.341905278,6740.368633,4.654763195,-31.04867298,30.08532602,RED
1.236161267,23232.93645,5.619554787,121.7625056,-9.818133554,RED
1.211635899,123026.3402,6.415345641,34.20349808,28.20528872,RED
1.995631109,232514.9692,6.898689333,17.46053931,15.03834368,RED
1.981117908,386.7481869,2.92454672,-60.41604618,46.43804236,RED
1.35049107,23014.99004,5.240196428,139.5038896,-24.58319546,RED
1,338995.2381,7.243531248,60.01493929,23.99475553,RED
1.715100161,110537.6491,7.343590145,83.72010028,25.26280043,RED
2,757782.6328,7.359315822,5.518080348,0.454443302,RED
2,835173.1889,7.757321602,14.24373837,28.64401349,RED
1.454764343,620211.6267,7.109047131,98.20173893,25.54243038,RED
1.662606849,23650.17833,6.242264932,-9.429809558,6.617141671,RED
1,69934.13809,5.261234193,-42.75852179,27.33867047,RED
1,55342.44935,5.637312262,54.89981419,27.61486939,RED
1.058308013,132736.4138,6.534984808,84.94799275,25.49325663,RED
1.167357032,25548.73924,6.499171561,98.31285669,22.19158492,RED
1.499640554,7044.5462,4.44953272,47.0906326,45.96906959,RED
1,213368.5194,6.383618784,42.49844484,26.75296807,RED
1.348567903,23560.67472,6.145703709,-79.62173978,9.410247939,RED
1.351361043,4065.611487,4.891905461,40.6945987,10.98147102,RED
1.724711787,57186.90576,6.920230571,-30.26104785,10.42582316,RED
1.156206569,34634.34221,5.887447882,65.08404063,19.51514292,RED
1.817970163,49039.73198,6.84608951,-28.81279282,38.34908315,RED
1,3231.542542,4.999302116,17.40771126,24.1398368,RED
1,190323.1665,7.010321995,60.10534589,23.25522723,RED
2,589696.1416,7.752569573,42.22768955,3.820281632,RED
1,2828.523932,6.527585996,117.6340045,19.71106231,RED
1.332239408,263561.5787,6.765791527,48.97823028,7.859793061,RED
1.16263292,54422.2214,5.02526584,115.4724497,-20.38536116,RED
1.169728429,564063.4361,6.4188099,30.51531851,7.052122081,RED
1.990427566,19140.30259,6.796171026,84.27804687,20.41122219,RED
1.220897414,55620.5751,5.842987155,-7.074277535,17.92846985,RED
1.390302575,385333.8861,7.2,99.21727393,28.37933798,RED
1.150180215,23433.19384,5.430396473,-36.53502483,20.56487872,RED
1.838154975,7477.488752,5.504612563,89.62048462,51.44028418,RED
1.401405467,24434.99247,6.160562187,78.03515193,24.81074893,RED
1.960920147,988.5788665,3.996092015,4.035735616,35.21380234,RED
2,243055.9961,6.792812984,18.04129443,24.79468381,RED
1.488495633,1345162.201,7.55345131,17.03826468,-7.797182465,RED
1.5981128,34921.87684,5.87943384,102.1366389,17.73962979,RED
1.076845521,22882.46093,5.269060147,139.0563572,-31.83177786,RED
1.786303616,23039.94813,5.75643566,86.19963015,5.982054174,RED
1.138506262,26916.77784,6.11080501,13.47975848,13.90536861,RED
1.078692488,5307.02604,5.284261502,22.00494565,62.59423055,RED
1,23038.00234,5.1,7.667816058,-7.220843172,RED
1.592840181,380198.9524,6.99642009,96.2888729,26.47698066,RED
1.354924661,125778.284,6.358030136,49.47206201,27.73621863,RED
1.525994676,22389.57666,6.068806389,39.08818925,2.882612888,RED
1.968256235,139104.088,7.058733105,9.107044095,23.81161972,RED
1.711667572,233511.3468,7.072999457,74.00335257,21.59354125,RED
1.084565378,22786.17428,5.133826151,145.493334,-38.13915385,RED
1,165404.0349,5.860684696,48.48282861,18.55876109,RED
2,113187.7451,7.457167607,111.5977043,23.64421048,RED
1.117085183,75036.14955,5.787336294,-100.7257129,41.59052547,RED
2,7004.316328,5.509145508,29.48697683,43.08406793,RED
1,36485.20202,5.763369549,83.5335714,17.39113696,RED
1.862996831,426540.202,7.172599366,85.07613395,28.33199445,RED
1.443046718,232955.8043,7.131656061,103.2932662,26.50375035,RED
2,592269.6794,7.241003925,-12.84399923,-10.26515267,RED
1,3945.001608,4.347485217,44.58919284,4.505361904,RED
1,54824.64846,5.502254737,132.9101888,-10.66898422,RED
1.197359688,3871.428442,4.498679844,38.69628548,5.869222819,RED
1,398837.5096,6.70138105,72.35839165,22.24836008,RED
1.969973995,251278.1205,6.696997399,18.20847285,33.09820562,RED
1.102634134,15673.3683,5.771843894,34.0896013,5.977544584,RED
1.622630534,1082.230963,3.962263053,7.121173692,22.49502017,RED
1,22728.2247,5.1,141.020582,-40.84210791,RED
1,53672.80081,6.081491434,0.330880531,32.32102544,RED
1,15599.29684,5.867873276,43.58811318,8.803576807,RED
1.968802966,251028.9168,6.731197034,24.56054001,32.86098747,RED
1.66472095,6539.561102,5.16705581,67.15240257,58.28856224,RED
1,53782.2202,4.820629768,141.4052644,-20.77040658,RED
1,2825.149895,5.42219118,1.715676531,37.87602314,RED
1.816973907,4595.029814,5.708486954,28.99978547,33.07647011,RED
1.852547421,73427.69752,6.890349585,11.95770876,12.78654531,RED
1,359920.5588,7.187593046,110.6165479,28.48036177,RED
1.914896514,2635.138194,6.063834422,12.3225913,29.10726663,RED
1.385597593,2745.922662,5.708478074,4.07179291,35.66543865,RED
2,849558.4411,7.764482555,13.76490897,28.85126394,RED
1.605396551,241446.2602,7.15784138,107.0462169,21.69918405,RED
1,340.9560277,4.314682889,37.65276719,-0.847619847,RED
1.765446394,49484.65137,7.003660817,-9.436658904,35.75278073,RED
1.268562167,551838.7779,6.649130818,40.69252479,9.316083418,RED
1,54890.96071,5.690880296,9.703377783,23.6994998,RED
2,18838.72539,5.717738416,24.91779787,28.4750194,RED
1.147275564,75121.92256,5.585272444,-80.18879342,44.47797926,RED
2,138836.8166,7.073076798,12.27764863,23.86955599,RED
1.240707493,40927.41722,6.409202738,99.69221744,4.828209302,RED
1.032238535,249560.164,6.516119267,19.3317383,-2.360130242,RED
1.560259513,71194.76636,6.83257093,-9.703274139,21.25748983,RED
2,6473.049165,5.294857937,75.98579994,47.61580727,RED
1,41371.67593,5.919317279,100.5886268,14.6011924,RED
1,55601.48644,7.173746082,53.91555874,30.82929789,RED
2,417.333802,3.379013398,-46.21841945,43.03038416,RED
1.767494008,236362.6072,6.806997603,17.49116477,10.9041713,RED
2,389660.8628,7.112967898,118.3525184,27.64044753,RED
1.256463061,56027.33365,5.956463061,75.59273945,29.12182352,RED
1.644680252,4007.960011,4.457872101,126.6402957,-23.30778329,RED
1.673994208,141409.9605,6.676192471,6.885454073,23.72466529,RED
1,364436.4284,7.168717579,109.2064749,28.12287371,RED
1,26160.43707,6.552645142,76.89884806,23.34527294,RED
1.40451182,237023.0441,7.066316548,96.76330625,20.9032119,RED
1.853078076,297162.4896,7.197154653,97.91806846,25.13926976,RED
1.342645147,314984.3524,7.102793544,100.7006235,28.24221302,RED
1.567670539,238857.0614,7.172931784,110.0661087,23.39763173,RED
2,475967.754,7.538029876,42.23564155,-11.51926091,RED
1.917263164,4074.541142,4.933094734,11.6382426,22.56295828,RED
1.515462005,378038.1513,7.1484538,115.5425733,27.93012279,RED
1,32794.8505,5.769758049,110.5567457,32.316298,RED
1.563408364,7872.634822,6.191479089,83.91366782,43.99649184,RED
1.19619511,625.8264018,4.61200973,-7.604917098,-3.579782944,RED
1,163.295955,4.507992117,92.76444461,14.3871857,RED
1.5,22895.85622,6.309650458,-11.12803417,3.882924779,RED
1.50550876,73976.70707,5.697796496,131.0545236,41.26292223,RED
1.144078786,46997.34143,5.70085515,2.303458657,17.36253922,RED
2,410826.5637,7.162399849,94.5819797,27.87001241,RED
1.273640418,134135.6007,6.664184251,67.66059052,25.11086935,RED
1.487834319,128666.5259,6.792700591,10.52739555,26.42131638,RED
1,14460.11969,7.251909816,73.76084459,24.66320147,RED
1,37940.17604,5.862124783,99.27120539,16.46784136,RED
1.653231734,239709.2189,7.046768266,85.76431811,28.54157468,RED
2,77807.08736,5.730904425,119.8724298,36.19934982,RED
1.528489363,234118.3188,7.182906382,109.9000534,25.79132635,RED
1.418607275,33093.55413,6.20232873,51.05583648,22.08787689,RED
1.770784288,23683.64974,5.820901997,110.318702,16.82942117,RED
1,1148693.009,7.482498177,104.5730868,19.74623849,RED
2,712485.8858,7.34056994,68.1377508,26.28103156,RED
1,141921.3083,6.032951364,31.02643928,24.21480309,RED
2,264876.488,6.933114786,62.76217977,10.47841756,RED
1.137797026,5334.1754,5.437797026,0.896704508,57.01064061,RED
1.656937748,33242.0575,6.411674702,85.91299858,22.75408746,RED
1,2801.274332,6.569011353,116.7450164,20.88297737,RED
1,26802.74986,6.111924345,28.8199867,18.58101816,RED
1.989451131,68193.33067,7.776792488,71.82047186,2.651604022,RED
1.889519311,353.0135869,5.712182829,15.25752153,8.070757208,RED
1.185733631,26258.81576,6.588559821,60.40969389,17.47980601,RED
1.195166517,540892.1888,6.553716472,18.02398901,-0.838282099,RED
1.489392537,689.6759749,4.704242985,-38.67794511,25.32355375,RED
2,605807.7721,7.077507564,71.97191751,13.21766603,RED
1.753715465,20736.17329,6.45520165,60.24689778,12.01151826,RED
1,54686.81151,6.983180863,35.91915119,33.86393466,RED
1.838230421,73078.36755,6.97352259,25.66819956,14.39283641,RED
1.81929811,28634.85083,6.71929811,14.67437498,19.50186187,RED
1.859794675,614279.2366,7.028041065,108.5855421,24.65662905,RED
1.406804801,1530909.621,7.53727808,77.86428882,13.10964789,RED
1.328233106,204938.1654,6.228233106,85.38741881,22.56930776,RED
1.546010089,14583.04475,6.082207062,24.90967952,9.165612783,RED
1.881223479,247887.3968,6.818776521,41.54623108,31.6622345,RED
1.063001014,26051.89593,6.662199392,81.92815823,22.40830608,RED
1,3022.387743,5.203580784,7.850895353,31.45973184,RED
1.048555174,185.4578405,4.690288965,116.8134046,14.58954521,RED
1,2777.676583,4.898335767,28.38659998,8.203449378,RED
1.716136341,31375.75401,6.729681805,48.18720906,26.27509315,RED
1.579314467,4368.619157,5.126903147,36.24152805,19.32527709,RED
1.489624462,211573.3094,6.389624462,69.07753111,20.7474253,RED
1.355254751,598369.2616,6.690780227,-7.199388116,-4.380282885,RED
1.770173274,23376.10559,5.40806931,130.0513873,-3.189269789,RED
2,31835.44079,6.497396041,65.35551826,23.21976341,RED
2,3921.670028,4.711651977,112.9190074,-19.01175746,RED
1.66166726,34854.96671,5.898500178,105.1864268,17.71370592,RED
1.070611772,25644.5448,6.629388228,92.99498582,25.1782659,RED
1.714561292,49915.68992,7.156316125,9.334967501,33.2374792,RED
1.185270355,45340.18243,5.989067746,19.51060884,-4.071227292,RED
1,17759.16348,6.003392342,36.610232,17.72250731,RED
1.8906451,14120.06732,5.66245176,13.25652238,1.094246779,RED
1.18283778,791.3332463,4.53432444,-65.58493909,23.56360759,RED
1.174289048,26414.28051,6.525710952,63.50397024,20.97293243,RED
1.357146216,23408.8094,6.171438649,-10.85784557,-8.059012261,RED
1.927123782,335.2012716,5.812548538,23.48466736,10.00265507,RED
1.969926525,293979.7351,7.290977958,111.790331,28.7954752,RED
2,640.0822236,3.371613483,-33.73386208,42.82306466,RED
1.928499439,18425.38585,5.657301235,15.11294148,22.99603305,RED
2,589878.9145,7.337093419,99.69582014,20.18951811,RED
1.797732263,56876.84483,6.497732263,-33.26185571,11.30638074,RED
1,54428.16227,5.993912583,76.88118967,39.03089944,RED
1.087017218,120632.9661,6.465193113,20.92438075,28.61324043,RED
1,43836.48257,5.777286036,64.22933869,13.58439073,RED
1.154879149,18352.80344,6.514145022,63.83878036,33.96170453,RED
1.897963194,18279.40488,5.724480974,16.11825574,20.02871619,RED
1,17865.12799,6.52487686,66.72283564,29.53914548,RED
1.327235386,551319.0159,6.725406001,46.56319098,10.58323718,RED
1.779495737,133932.4177,6.188201705,94.7135067,26.34634276,RED
2,264954.184,6.93453774,63.03229911,10.33918579,RED
1.874071773,386725.1704,7.137778468,113.1296524,27.57276353,RED
1,2896.113881,6.424834476,119.8390521,16.80424237,RED
2,259058.8559,6.973675265,60.20144704,6.843335998,RED
2,138854.8905,7.099346609,9.417830274,23.82217839,RED
1.870669034,868112.2673,7.312933097,84.27073196,28.11803311,RED
2,265131.1327,6.937778444,63.64748202,10.02209259,RED
2,277638.1849,7.111801319,89.19677347,13.20897473,RED
1,20152.93045,6.950478375,63.35526377,20.40543213,RED
1.923975716,13909.12543,6.430409713,17.59458586,7.705425274,RED
1,334154.8152,7.183329438,83.86827061,28.3871405,RED
1,70896.58954,5.61902449,84.38381287,35.29531881,RED
1.093776526,547814.9423,6.421909484,15.840515,1.423789433,RED
1.486130485,13308.28637,6.119417321,44.72983796,9.273291606,RED
1,57045.1714,7.357331371,88.09012628,26.57941256,RED
1.040059119,23282.16276,5.116023648,-83.50224685,17.57979804,RED
1.145730457,16406.6899,4.899506192,-32.65926917,-24.01437652,RED
1.792459064,23395.2814,5.416983626,129.5494445,-2.053218459,RED
1.238146654,397522.0259,6.795258661,83.42584153,23.45705042,RED
1.454217276,51791.29278,7.680964917,79.49554697,24.36454092,RED
1.531930946,585074.0146,6.672351662,66.14119589,14.59824932,RED
1.533700587,238639.3366,6.653370059,13.82732804,30.34052141,RED
1.880287821,23274.76391,5.643654615,103.2091547,7.101103424,RED
1,322257.2451,6.661796882,26.69883902,7.492324012,RED
1,22762.55183,7.010187717,89.08413276,14.48869405,RED
1,336030.5202,7.228005914,81.2425224,28.49610643,RED
1.403089309,408063.5278,6.901544655,75.27690226,24.62321412,RED
1.999557703,7244.543055,5.099425014,92.94163378,55.81648759,RED
1.769448894,28249.65701,5.769165332,-54.73568675,5.687787992,RED
1.397865703,33215.34636,6.177438844,52.16470165,21.88451407,RED
1.172446948,1311.476452,4.313872675,-4.689931577,-0.252742894,RED
1.170708363,40649.43388,6.290204218,105.9593095,7.838220882,RED
1.030463686,628445.1892,7.206092737,82.52498958,25.15857608,RED
1,1746894.528,7.638665488,84.50199545,7.453684757,RED
1.659588444,789462.7527,7.265958844,82.01621047,27.76383451,RED
1,22997.58904,5.1,25.06489284,-11.60704184,RED
1,46430.03319,5.6,18.03330736,8.087201173,RED
1.955302859,23462.18598,5.55363657,116.7855862,7.994290971,RED
1.50985401,142696.1828,6.462810212,5.646244816,23.67616186,RED
1.498724355,583147.7726,6.649107049,62.87502887,13.90642322,RED
1.05024301,3876.674977,4.470340214,44.76571451,3.854311297,RED
2,585917.4208,7.310473466,-37.95647016,-17.20777605,RED
1.448840038,13295.22315,6.171623947,47.33807726,9.465884832,RED
1,13502.38735,6.8,81.98930895,21.22765569,RED
2,567.7196754,4.419590197,-7.568486588,33.36707867,RED
1.839320415,1022.242536,3.983932042,5.144810288,30.64197856,RED
1,16406.62448,4.237457493,-55.75806806,-25.43830261,RED
1.449038768,553474.5078,7.018462029,43.02095829,7.883351057,RED
2,550851.834,7.828756433,87.16740761,16.06106045,RED
1.049614373,1240.864757,3.904961437,12.34748219,0.951149372,RED
1.724598287,597.3012688,4.610160685,-25.3406266,28.73598933,RED
1.888407,288057.6688,7.2107256,101.736288,25.31889486,RED
1,179.058738,4.26915145,76.34033209,10.89118175,RED
1,200362.7171,6.096734825,87.61717679,26.46919885,RED
1,71835.42017,5.76120316,109.6473629,39.84866179,RED
1.620248477,141831.1185,6.60632302,6.479689927,23.70878342,RED
1.198554224,128994.4504,6.718409646,94.30701766,25.62080521,RED
1.607906423,658256.4558,7.321581285,6.365027626,-0.969610623,RED
1.624615175,49791.58341,7.775076965,74.33702191,10.05698142,RED
1.874513703,7194.517952,4.936867814,81.47294822,53.35335838,RED
1.38638571,237556.5158,7.040939994,93.20982733,19.85138997,RED
1.236933325,780448.8182,7.30522667,114.4661478,25.79219602,RED
1.32260687,2758.232939,5.658085496,3.188018587,36.12816219,RED
2,763117.6953,7.356578155,8.940954558,1.744105936,RED
1.070855283,131157.401,6.577940811,91.29844338,25.6053664,RED
1.806338741,27919.45045,5.971125763,-44.57609989,3.222374358,RED
1.466917406,51875.49684,7.594887915,92.70664597,19.46357692,RED
1.019155486,26997.82997,5.994253354,14.833844,17.08024311,RED
1.173141439,4940.118415,5.230743424,15.1300338,55.50701295,RED
2,368.3713326,4.325793087,-25.00187408,29.50597723,RED
1.775244052,467.2734938,4.432573216,-4.803193271,24.21374064,RED
1.2344256,92866.45881,6.41868928,37.4426486,27.44449862,RED
1.654916254,3873.278653,4.530983251,129.1059671,-26.24997312,RED
1.969896128,1626.379078,6.3,-82.26596541,3.233208192,RED
1.480746162,232565.7883,7.149940022,115.6014111,26.4376691,RED
1.667867907,13587.37168,5.864984931,33.94421544,13.91748434,RED
1.933205088,2627.418345,6.240076947,19.31110862,30.9026544,RED
1,142885.8557,5.985847485,25.11610701,24.07542271,RED
1.388536389,95063.17136,6.738853639,38.15128007,25.038179,RED
1.678499968,303738.2,7.20354999,106.6382009,28.53843697,RED
1.3175497,6091.413058,4.435099401,11.00107381,33.01733579,RED
1.151890765,46461.93127,5.918970606,20.79937847,6.218745177,RED
1.947161463,540733.5588,7.568296878,114.1255485,25.33824619,RED
1.115144882,31258.28706,5.788485512,103.3028667,34.34521257,RED
1,17607.00464,7.191253581,84.34111245,20.18633207,RED
1,325079.3855,6.889014128,72.3462158,21.22982193,RED
1.718383958,404835.5488,7.2,88.74721275,28.26437826,RED
1.48168016,23651.28944,6.545040481,-66.04035549,3.932841913,RED
2,115226.8028,7.587658605,113.0515045,25.53854069,RED
1.858024987,29779.44503,5.955555024,-34.7182688,8.699749419,RED
1.706246163,3939.186677,4.753123081,21.29491247,14.13093876,RED
1.377310459,50530.19466,6.424537908,-42.25515902,43.74243705,RED
2,68182.25666,7.794065308,73.2461392,2.288998897,RED
1.311879436,378.2333438,4.730195041,13.25253352,-0.525413702,RED
1,355714.3003,7.267994373,97.89088061,28.65191876,RED
1.460530299,32894.8536,6.528954537,69.96628579,24.55942003,RED
2,259401.2603,6.832839441,43.72691108,20.29005922,RED
1.261048526,2643.200581,6.643370884,85.91913524,28.39248572,RED
1.5,23302.14335,6.16566133,72.9524085,18.37449901,RED
1.917285895,249180.9737,6.782714105,34.55206978,32.15584242,RED
2,138211.7173,6.164515486,111.1866312,25.50814632,RED
1.185733072,64306.25392,5.967159765,50.56753887,23.65617005,RED
2,527744.7526,7.788247321,62.6474298,1.308080363,RED
1.071369438,16586.534,4.292780269,-53.05546238,-22.21532141,RED
1,321796.7756,6.624723384,19.25086609,5.250869632,RED
2,1280.621139,3.909236053,-65.48990735,43.57562339,RED
1.162790989,2789.465757,5.530232791,0.94576502,37.30215367,RED
1.702393583,31457.86644,6.72143615,49.55310179,26.20183875,RED
1.150472271,10146.70804,7.234480502,53.66963192,23.16873418,RED
1.984038191,28575.39953,5.722346533,-73.51378001,2.27242864,RED
1.223357264,210549.2979,6.480728885,117.1843528,26.35036278,RED
1.5,25296.48361,6.299696408,49.34959605,15.78210829,RED
2,578795.4042,7.447995169,-13.2832186,-10.85038481,RED
1,27673.43366,6.552271546,49.60894279,14.78069429,RED
1.338086367,406592.1167,6.869043184,74.78869766,24.23744116,RED
1.248822863,57174.12338,7.30094171,45.24629649,20.41235222,RED
1.753868083,479017.08,7.45232085,55.83619999,-6.937416403,RED
1.577891113,420352.3129,7.057789111,118.9195588,28.2236022,RED
2,113626.2762,7.48523173,111.9103667,24.05161572,RED
1.182592153,541750.7472,6.537369799,17.75319505,-0.557740482,RED
1.757048115,28228.96693,5.772885566,-53.58584804,5.876081426,RED
1.027802761,23217.42276,5.155605522,-85.1593641,17.10213685,RED
1.503438981,23686.1821,6.592434242,-72.78915786,5.716391607,RED
1.212447277,4999.409767,5.406223639,19.33793861,55.34620347,RED
1,3973.105248,4.332704719,44.34832245,5.023308257,RED
1,210129.0355,6.312161758,53.73661379,26.68228686,RED
1.597593741,1138.582367,4.302406259,-70.07398278,33.79282804,RED
1.884586888,23474.55279,5.453834755,127.4744495,2.643134662,RED
